"id","district_id","name_uz","name_oz","name_ru"
"508","64","Qo‘shbarmoq","Қўшбармоқ","Қўшбармоқ"
"509","64","Mulkanlik","Мулканлик","Мулканлик"
"510","64","Oq oltin","Оқ олтин","Оқ олтин"
"511","64","Paxtaobod","Пахтаобод","Пахтаобод"
"512","64","Rovat","Роват","Роват"
"513","64","Samarqand quduq","Самарқанд қудуқ","Самарқанд қудуқ"
"514","64","Toqchiliq","Тоқчилиқ","Тоқчилиқ"
"515","64","Uch-tepa","Уч-тепа","Уч-тепа"
"516","64","Uchtepa","Учтепа","Учтепа"
"517","64","Fayzobod","Файзобод","Файзобод"
"518","64","Xayrobod","Хайробод","Хайробод"
"519","72","Savot","Савот","Савот"
"520","72","Savot","Савот","Савот"
"521","72","Sarmich","Сармич","Сармич"
"522","72","Xovos","Ховос","Ховос"
"523","72","Xo‘jamushkent","Хўжамушкент","Хўжамушкент"
"524","72","Havotog‘","Ҳавотоғ","Ҳавотоғ"
"525","72","Yangiobod","Янгиобод","Янгиобод"
"526","73","Batosh","Батош","Батош"
"527","73","Bo‘ston","Бўстон","Бўстон"
"528","73","Guliston","Гулистон","Гулистон"
"529","73","Gulshan","Гулшан","Гулшан"
"530","73","G‘uzor","Ғузор","Ғузор"
"531","73","Jarariq","Жарариқ","Жарариқ"
"532","73","Zarbdor","Зарбдор","Зарбдор"
"533","73","Qorako‘l","Қоракўл","Қоракўл"
"534","73","Qo‘shtepa","Қўштепа","Қўштепа"
"535","73","Mashʼal","Машъал","Машъал"
"536","73","Mehnatobod","Меҳнатобод","Меҳнатобод"
"537","73","Obihayot","Обиҳаёт","Обиҳаёт"
"538","73","Pachkamar","Пачкамар","Пачкамар"
"539","73","Xalqabod","Халқабод","Халқабод"
"540","73","Shakarbuloq","Шакарбулоқ","Шакарбулоқ"
"541","73","Sherali","Шерали","Шерали"
"542","73","Sherali","Шерали","Шерали"
"543","73","Yangikent","Янгикент","Янгикент"
"544","74","Beshbuloq","Бешбулоқ","Бешбулоқ"
"545","74","Beshqo‘ton","Бешқўтон","Бешқўтон"
"546","74","Bibiqorasoch","Бибиқорасоч","Бибиқорасоч"
"547","74","Bozortepa","Бозортепа","Бозортепа"
"548","74","Boshchorbog‘","Бошчорбоғ","Бошчорбоғ"
"549","74","Dehqonobod","Деҳқонобод","Деҳқонобод"
"550","74","Duob","Дуоб","Дуоб"
"551","74","Karashina","Карашина","Карашина"
"552","74","Qizilcha","Қизилча","Қизилча"
"553","74","Qirqquloch","Қирққулоч","Қирққулоч"
"554","74","Qo‘rg‘ontosh","Қўрғонтош","Қўрғонтош"
"555","74","Obiravon","Обиравон","Обиравон"
"556","74","Oqirtma","Оқиртма","Оқиртма"
"557","74","Oqqishloq","Оққишлоқ","Оққишлоқ"
"558","74","Oqrabod","Оқрабод","Оқрабод"
"559","74","Oqtosh","Оқтош","Оқтош"
"560","74","O‘zbekiston","Ўзбекистон","Ўзбекистон"
"561","78","G‘alaba","Ғалаба","Ғалаба"
"562","78","Denov","Денов","Денов"
"563","78","Denov","Денов","Денов"
"564","78","Do‘stlik","Дўстлик","Дўстлик"
"565","78","Kasbi","Касби","Касби"
"566","78","Komilon","Комилон","Комилон"
"567","78","Qamashi","Қамаши","Қамаши"
"568","78","Qatag‘an","Қатаған","Қатаған"
"569","78","Qatag‘on","Қатағон","Қатағон"
"570","78","Qoraqo‘ng‘irot","Қорақўнғирот","Қорақўнғирот"
"571","78","Maymanoq","Майманоқ","Майманоқ"
"572","78","Mug‘lon","Муғлон","Муғлон"
"573","78","Mug‘lon","Муғлон","Муғлон"
"574","78","Paxtakor","Пахтакор","Пахтакор"
"575","78","Fazli","Фазли","Фазли"
"576","78","Xo‘jakasbi","Хўжакасби","Хўжакасби"
"577","78","Cho‘lquvar","Чўлқувар","Чўлқувар"
"578","78","Yuksalish","Юксалиш","Юксалиш"
"579","78","Yangi qishloq","Янги қишлоқ","Янги қишлоқ"
"580","79","Alaqo‘yliq","Алақўйлиқ","Алақўйлиқ"
"581","79","Baxtdarvozasi","Бахтдарвозаси","Бахтдарвозаси"
"582","79","Bektemir","Бектемир","Бектемир"
"583","79","Bektemir","Бектемир","Бектемир"
"584","79","Beshterak","Бештерак","Бештерак"
"585","79","Beshterak","Бештерак","Бештерак"
"586","79","Bog‘bon","Боғбон","Боғбон"
"587","79","Varganza","Варганза","Варганза"
"588","79","Jilisuv","Жилисув","Жилисув"
"589","79","Kitob","Китоб","Китоб"
"590","79","Qaynarbuloq","Қайнарбулоқ","Қайнарбулоқ"
"591","79","Qatorbog‘","Қаторбоғ","Қаторбоғ"
"592","79","Qo‘yioqboy","Қўйиоқбой","Қўйиоқбой"
"593","79","Makrid","Макрид","Макрид"
"594","79","Obikanda","Обиканда","Обиканда"
"595","79","Panji","Панжи","Панжи"
"596","79","Paxtaobod","Пахтаобод","Пахтаобод"
"597","79","Rus qishloq","Рус қишлоқ","Рус қишлоқ"
"598","79","Sariosiyo","Сариосиё","Сариосиё"
"599","79","Sevaz","Севаз","Севаз"
"600","79","Sevaz","Севаз","Севаз"
"601","79","Tagob","Тагоб","Тагоб"
"602","79","Tupchoq","Тупчоқ","Тупчоқ"
"603","79","Xoji","Хожи","Хожи"
"604","79","Yakkatut","Яккатут","Яккатут"
"605","79","Yangiobod","Янгиобод","Янгиобод"
"606","80","Alachabob","Алачабоб","Алачабоб"
"607","80","Boyg‘undi","Бойғунди","Бойғунди"
"608","80","Boyterak","Бойтерак","Бойтерак"
"609","80","Guvalak","Гувалак","Гувалак"
"610","80","Gulbog‘","Гулбоғ","Гулбоғ"
"611","80","Gulobod","Гулобод","Гулобод"
"612","80","Do‘stlik","Дўстлик","Дўстлик"
"613","80","Istiqlol","Истиқлол","Истиқлол"
"614","80","Istiqlol","Истиқлол","Истиқлол"
"615","80","Koson","Косон","Косон"
"616","80","Koson","Косон","Косон"
"617","80","Qo‘yi Obron","Қўйи Оброн","Қўйи Оброн"
"618","80","Qo‘ng‘irtog‘","Қўнғиртоғ","Қўнғиртоғ"
"619","80","Mudin","Мудин","Мудин"
"620","80","Obod","Обод","Обод"
"621","80","Oqtepa","Оқтепа","Оқтепа"
"622","80","Pudina","Пудина","Пудина"
"623","80","Po‘lati","Пўлати","Пўлати"
"624","80","Rahimso‘fi","Раҳимсўфи","Раҳимсўфи"
"625","80","Rudaksoy","Рудаксой","Рудаксой"
"626","80","Surhon","Сурҳон","Сурҳон"
"627","80","Tinchlik","Тинчлик","Тинчлик"
"628","80","To‘lg‘a","Тўлға","Тўлға"
"629","80","Esaboy","Эсабой","Эсабой"
"630","75","Badahshon","Бадаҳшон","Бадаҳшон"
"631","75","Balandchayla","Баландчайла","Баландчайла"
"632","75","Yortepa","Ёртепа","Ёртепа"
"633","75","Jonbo‘zsoy","Жонбўзсой","Жонбўзсой"
"634","75","Ko‘kbuloq","Кўкбулоқ","Кўкбулоқ"
"635","75","Qamay","Қамай","Қамай"
"636","75","Qamashi","Қамаши","Қамаши"
"637","75","Qiziltepa","Қизилтепа","Қизилтепа"
"638","75","Qiziltepa","Қизилтепа","Қизилтепа"
"639","75","Qorabog‘","Қорабоғ","Қорабоғ"
"640","75","Qoratepa","Қоратепа","Қоратепа"
"641","75","Qoratepa","Қоратепа","Қоратепа"
"642","75","Loyqasoy","Лойқасой","Лойқасой"
"643","75","Rabod","Рабод","Рабод"
"644","75","Sarbozor","Сарбозор","Сарбозор"
"645","75","To‘qboy","Тўқбой","Тўқбой"
"646","75","Chim","Чим","Чим"
"647","76","Beshkent","Бешкент","Бешкент"
"648","76","Bog‘obod","Боғобод","Боғобод"
"649","76","G‘ubdin","Ғубдин","Ғубдин"
"650","76","Dasht","Дашт","Дашт"
"651","76","Yertepa","Ертепа","Ертепа"
"652","76","Yertepa","Ертепа","Ертепа"
"653","76","Jumabozor","Жумабозор","Жумабозор"
"654","76","Kat","Кат","Кат"
"655","76","Kuchkak","Кучкак","Кучкак"
"656","76","Qovchin","Қовчин","Қовчин"
"657","76","Qovchin","Қовчин","Қовчин"
"658","76","Qoratepa","Қоратепа","Қоратепа"
"659","76","Lag‘mon","Лағмон","Лағмон"
"660","76","Mirmiron","Мирмирон","Мирмирон"
"661","76","Mustaqillik","Мустақиллик","Мустақиллик"
"662","76","Navbahor","Навбаҳор","Навбаҳор"
"663","76","Navro‘z","Наврўз","Наврўз"
"664","76","Nuqrabod","Нуқрабод","Нуқрабод"
"665","76","Paxtakor","Пахтакор","Пахтакор"
"666","76","Poshton","Поштон","Поштон"
"667","76","Saroy","Сарой","Сарой"
"668","76","Tallikuron","Талликурон","Талликурон"
"669","76","O‘zbekiston mustaqilligi","Ўзбекистон мустақиллиги","Ўзбекистон мустақиллиги"
"670","76","Fayzobod","Файзобод","Файзобод"
"671","76","Xonobod","Хонобод","Хонобод"
"672","76","Hilol","Ҳилол","Ҳилол"
"673","76","Chaman","Чаман","Чаман"
"674","76","Charag‘il","Чарағил","Чарағил"
"675","76","Cho‘libo‘ston","Чўлибўстон","Чўлибўстон"
"676","76","Shilvi","Шилви","Шилви"
"677","76","Yangi xayot","Янги хаёт","Янги хаёт"
"678","81","Bo‘ston","Бўстон","Бўстон"
"679","81","Vori","Вори","Вори"
"680","81","Guliston","Гулистон","Гулистон"
"681","81","Gulshanbog‘","Гулшанбоғ","Гулшанбоғ"
"682","81","Jeynov","Жейнов","Жейнов"
"683","81","Jeynov","Жейнов","Жейнов"
"684","81","Mirishkor","Миришкор","Миришкор"
"685","81","Navbahor","Навбаҳор","Навбаҳор"
"686","81","Obod","Обод","Обод"
"687","81","Pomuq","Помуқ","Помуқ"
"688","81","Pomuq","Помуқ","Помуқ"
"689","81","Chamanzor","Чаманзор","Чаманзор"
"690","81","Chandir","Чандир","Чандир"
"691","81","Yangi Mirishkor","Янги Миришкор","Янги Миришкор"
"692","81","Yangiobod","Янгиобод","Янгиобод"
"693","82","Baxt","Бахт","Бахт"
"694","82","Diyonat","Диёнат","Диёнат"
"695","82","Qarliq","Қарлиқ","Қарлиқ"
"696","82","Qarliq","Қарлиқ","Қарлиқ"
"697","82","Qoraqum","Қорақум","Қорақум"
"698","82","Qoraqum","Қорақум","Қорақум"
"699","82","Muborak","Муборак","Муборак"
"700","82","Muborak","Муборак","Муборак"
"701","82","Sariq","Сариқ","Сариқ"
"702","82","Shayx","Шайх","Шайх"
"703","83","Balxiyak","Балхияк","Балхияк"
"704","83","Guliston","Гулистон","Гулистон"
"705","83","Qirqquloch","Қирққулоч","Қирққулоч"
"706","83","Navro‘z","Наврўз","Наврўз"
"707","83","Nishon","Нишон","Нишон"
"708","83","Nishon","Нишон","Нишон"
"709","83","Nuriston","Нуристон","Нуристон"
"710","83","Oydin","Ойдин","Ойдин"
"711","83","Oydinlik","Ойдинлик","Ойдинлик"
"712","83","Oq oltin","Оқ олтин","Оқ олтин"
"713","83","Oq oltin","Оқ олтин","Оқ олтин"
"714","83","Paxtazor","Пахтазор","Пахтазор"
"715","83","Paxtaobod","Пахтаобод","Пахтаобод"
"716","83","Paxtachi","Пахтачи","Пахтачи"
"717","83","Samarqand","Самарқанд","Самарқанд"
"718","83","Sardoba","Сардоба","Сардоба"
"719","83","Talimarjon","Талимаржон","Талимаржон"
"720","83","Shirinobod","Ширинобод","Ширинобод"
"721","83","Yangi Nishon","Янги Нишон","Янги Нишон"
"722","84","Ayritom","Айритом","Айритом"
"723","84","Dam","Дам","Дам"
"724","84","Dodiq","Додиқ","Додиқ"
"725","84","Jar","Жар","Жар"
"726","84","Jar","Жар","Жар"
"727","84","Ko‘kdala","Кўкдала","Кўкдала"
"728","84","Ko‘kdala","Кўкдала","Кўкдала"
"729","84","Qalqama","Қалқама","Қалқама"
"730","84","Qahramon","Қаҳрамон","Қаҳрамон"
"731","84","Qumdaryo","Қумдарё","Қумдарё"
"732","84","Langar","Лангар","Лангар"
"733","84","Mirzato‘p","Мирзатўп","Мирзатўп"
"734","84","Nurafshon","Нурафшон","Нурафшон"
"735","84","Olmazor","Олмазор","Олмазор"
"736","84","Pakandi","Паканди","Паканди"
"737","84","Paxtaobod","Пахтаобод","Пахтаобод"
"738","84","Paxtaobod","Пахтаобод","Пахтаобод"
"739","84","Taraqqiyot","Тараққиёт","Тараққиёт"
"740","84","Torjilg‘a","Торжилға","Торжилға"
"741","84","Uymovut","Уймовут","Уймовут"
"742","84","O‘ymovut","Ўймовут","Ўймовут"
"743","84","Uyshun","Уйшун","Уйшун"
"744","84","Xumo","Хумо","Хумо"
"745","84","Chiroqchi","Чироқчи","Чироқчи"
"746","84","Chiyal","Чиял","Чиял"
"747","84","Chiyal","Чиял","Чиял"
"748","84","Sho‘rquduq","Шўрқудуқ","Шўрқудуқ"
"749","84","Eski Anxor","Эски Анхор","Эски Анхор"
"750","84","Yangihayot","Янгиҳаёт","Янгиҳаёт"
"751","85","Ammog‘on-1","Аммоғон-1","Аммоғон-1"
"752","85","Anday","Андай","Андай"
"753","85","Do‘xchi","Дўхчи","Дўхчи"
"754","85","Keldihayot","Келдиҳаёт","Келдиҳаёт"
"755","85","Kunchiqar","Кунчиқар","Кунчиқар"
"756","85","Qumqishloq","Қумқишлоқ","Қумқишлоқ"
"757","85","Qutchi","Қутчи","Қутчи"
"758","85","Qutchi","Қутчи","Қутчи"
"759","85","Qo‘shqanot","Қўшқанот","Қўшқанот"
"760","85","Miraki","Мираки","Мираки"
"761","85","Mo‘minobod","Мўминобод","Мўминобод"
"762","85","Namaton","Наматон","Наматон"
"763","85","Oq suv","Оқ сув","Оқ сув"
"764","85","Temirchi","Темирчи","Темирчи"
"765","85","To‘damaydon","Тўдамайдон","Тўдамайдон"
"766","85","O‘zbekiston","Ўзбекистон","Ўзбекистон"
"767","85","O‘rtaqo‘rg‘on","Ўртақўрғон","Ўртақўрғон"
"768","85","Xitoy","Хитой","Хитой"
"769","85","Xo‘jaxuroson","Хўжахуросон","Хўжахуросон"
"770","85","Hisorak","Ҳисорак","Ҳисорак"
"771","85","Chorshanbe","Чоршанбе","Чоршанбе"
"772","85","Shakarteri","Шакартери","Шакартери"
"773","85","Shamaton","Шаматон","Шаматон"
"774","85","Shamaton","Шаматон","Шаматон"
"775","85","Yangiqishloq","Янгиқишлоқ","Янгиқишлоқ"
"776","86","Alako‘ylak","Алакўйлак","Алакўйлак"
"777","86","Alaqarg‘a","Алақарға","Алақарға"
"778","86","Jarqirg‘iz","Жарқирғиз","Жарқирғиз"
"779","86","Kattabog‘","Каттабоғ","Каттабоғ"
"780","86","Qayrag‘och","Қайрағоч","Қайрағоч"
"781","86","Qayrag‘och","Қайрағоч","Қайрағоч"
"782","86","Qatag‘on","Қатағон","Қатағон"
"783","86","Qishliq","Қишлиқ","Қишлиқ"
"784","86","Qo‘shchinor","Қўшчинор","Қўшчинор"
"785","86","Madaniyat","Маданият","Маданият"
"786","86","Mevazor","Мевазор","Мевазор"
"787","86","Samoq","Самоқ","Самоқ"
"788","86","Samoq","Самоқ","Самоқ"
"789","86","Sandal","Сандал","Сандал"
"790","86","Turon","Турон","Турон"
"791","86","O‘z","Ўз","Ўз"
"792","86","O‘rta","Ўрта","Ўрта"
"793","86","Hiyobon","Ҳиёбон","Ҳиёбон"
"794","86","Chaydori","Чайдори","Чайдори"
"795","86","Chubron","Чуброн","Чуброн"
"796","86","Edilbek","Эдилбек","Эдилбек"
"797","86","Esat","Эсат","Эсат"
"798","86","Eski Yakkabog‘","Эски Яккабоғ","Эски Яккабоғ"
"799","86","Yakkabog‘","Яккабоғ","Яккабоғ"
"800","88","Do‘rmon","Дўрмон","Дўрмон"
"801","88","Yoshlik","Ёшлик","Ёшлик"
"802","88","Jaloyir","Жалойир","Жалойир"
"803","88","Kamolot","Камолот","Камолот"
"804","88","Karmana","Кармана","Кармана"
"805","88","Malikrabot","Маликработ","Маликработ"
"806","88","Narpay","Нарпай","Нарпай"
"807","88","Paxtaobod","Пахтаобод","Пахтаобод"
"808","88","Podkoron","Подкорон","Подкорон"
"809","88","Uyrot","Уйрот","Уйрот"
"810","88","Xazora","Хазора","Хазора"
"811","88","Yangiariq","Янгиариқ","Янгиариқ"
"812","90","Balaqaraq","Балақарақ","Балақарақ"
"813","90","Boymurot","Боймурот","Боймурот"
"814","90","Zafarobod","Зафаробод","Зафаробод"
"815","90","Karakata","Караката","Караката"
"816","90","Konimex","Конимех","Конимех"
"817","90","Mamiqchi","Мамиқчи","Мамиқчи"
"818","90","Sarajal","Саражал","Саражал"
"819","90","Uchtobe","Учтобе","Учтобе"
"820","90","Chordara","Чордара","Чордара"
"821","90","Sho‘rtepa","Шўртепа","Шўртепа"
"822","90","Yangig‘ozg‘on","Янгиғозғон","Янгиғозғон"
"823","90","Yangiobod","Янгиобод","Янгиобод"
"824","89","Arabon","Арабон","Арабон"
"825","89","Baland G‘ardiyon","Баланд Ғардиён","Баланд Ғардиён"
"826","89","Bo‘ston","Бўстон","Бўстон"
"827","89","Vang‘ozi","Ванғози","Ванғози"
"828","89","Vang‘ozi","Ванғози","Ванғози"
"829","89","G‘amxo‘r","Ғамхўр","Ғамхўр"
"830","89","G‘ardiyon","Ғардиён","Ғардиён"
"831","89","G‘oyibon","Ғойибон","Ғойибон"
"832","89","Zarmetan","Зарметан","Зарметан"
"833","89","Zarmitan","Зармитан","Зармитан"
"834","89","Qalayn-Azizon","Қалайн-Азизон","Қалайн-Азизон"
"835","89","Qiziltepa","Қизилтепа","Қизилтепа"
"836","89","Oq oltin","Оқ олтин","Оқ олтин"
"837","89","Oq soch","Оқ соч","Оқ соч"
"838","89","Oqmachit","Оқмачит","Оқмачит"
"839","89","Uzilishkent","Узилишкент","Узилишкент"
"840","89","O‘rtaqo‘rg‘on","Ўртақўрғон","Ўртақўрғон"
"841","89","Xo‘ja-Hasan","Хўжа-Ҳасан","Хўжа-Ҳасан"
"842","89","Xo‘jaqo‘rg‘on","Хўжақўрғон","Хўжақўрғон"
"843","89","Husbuddin","Ҳусбуддин","Ҳусбуддин"
"844","89","Yangi Hayot","Янги Ҳаёт","Янги Ҳаёт"
"845","91","Arabsaroy","Арабсарой","Арабсарой"
"846","91","Beshrabot","Бешработ","Бешработ"
"847","91","Ijant","Ижант","Ижант"
"848","91","Kalkonota","Калконота","Калконота"
"849","91","Keskanterak","Кескантерак","Кескантерак"
"850","91","Keskanterak","Кескантерак","Кескантерак"
"851","91","Quyi Beshrabot","Қуйи Бешработ","Қуйи Бешработ"
"852","91","Olchin","Олчин","Олчин"
"853","91","Saroy","Сарой","Сарой"
"854","91","Turkiston","Туркистон","Туркистон"
"855","91","Yangi-yo‘l","Янги-йўл","Янги-йўл"
"856","91","Yangiqo‘rg‘on","Янгиқўрғон","Янгиқўрғон"
"857","92","Tinchlik","Тинчлик","Тинчлик"
"858","93","Gum","Гум","Гум"
"859","93","G‘ozg‘on","Ғозғон","Ғозғон"
"860","93","Dehibaland","Деҳибаланд","Деҳибаланд"
"861","93","Qizilcha","Қизилча","Қизилча"
"862","93","Qizilcha","Қизилча","Қизилча"
"863","93","Nurota","Нурота","Нурота"
"864","93","Nurota","Нурота","Нурота"
"865","93","Sentob","Сентоб","Сентоб"
"866","93","Temurqovuq","Темурқовуқ","Темурқовуқ"
"867","93","Chuya","Чуя","Чуя"
"868","93","Chuya","Чуя","Чуя"
"869","93","Yangibino","Янгибино","Янгибино"
"870","94","Ayaqquduq","Аяққудуқ","Аяққудуқ"
"871","94","Keregetau","Керегетау","Керегетау"
"872","94","Keriz","Кериз","Кериз"
"873","94","Oktau","Октау","Октау"
"874","94","Suketti","Сукетти","Сукетти"
"875","94","Tomdibuloq","Томдибулоқ","Томдибулоқ"
"876","94","Tomdibuloq","Томдибулоқ","Томдибулоқ"
"877","94","Shiyeli","Шиели","Шиели"
"878","95","Altintov","Алтинтов","Алтинтов"
"879","95","Bozdun","Боздун","Боздун"
"880","95","Ko'kayaz","Кўкаяз","Кўкаяз"
"881","95","Mingbuloq","Мингбулоқ","Мингбулоқ"
"882","95","Shalxar","Узунқудуқ","Узунқудуқ"
"883","95","Uchquduq","Учқудуқ","Учқудуқ"
"884","95","Uzunquduq","Шалхар","Шалхар"
"885","96","Bog'chakalon","Боғишамол","Алчинабад"
"886","96","Bog'ishamol","Боғчакалон","Бахчакалан"
"887","96","G'alabek","Ғалабек","Богишамол"
"888","96","Jaloyir","Жалойир","Галабек"
"889","96","Ko'ksaroy","Кўксарой","Гоpода pайонного подч. Хатыpчинского pайона"
"890","96","Langar","Қорача","Джалойир"
"891","96","O'zbekiston","Қўрғон","им. Пулкан шаира"
"892","96","Olchinobod","Қўшчинор","Каpача"
"893","96","Paxtakor","Лангар","Куксарой"
"894","96","Polvontepa","Олчинобод","Кургон"
"895","96","Pulkan shoir","Пахтакор","Кушчинор"
"896","96","Qo'rg'on","Полвонтепа","Лянгар"
"897","96","Qo'shchinor","Пулкан шоир","Пахтакор"
"898","96","Qoracha","Саҳоват","Полвонтепа"
"899","96","Sahovat","Тасмачи","Саховат"
"900","96","Tasmachi","Туркман","Тасмачи"
"901","96","Turkman","Ўзбекистон","Туркман"
"902","96","Xonaqa","Хонақа","Узбекистон"
"903","96","Yangi qurilish","Янги қурилиш","Ханака"
"904","96","Yangirabod","Янгирабод","Янги курилиш"
"905","96","Yangirabod","Янгирабод","Янгиpабод"
"906","87","Nuruntau","Мурунтау","Мурунтау"
"907","97","Bog'ishamol","Боғишамол","Богишамол"
"908","97","Chindavul","Ёшлик","Города районного подчинения Касансайского района"
"909","97","Chindovul","Истиқлол","Ешлик"
"910","97","Chust ko'cha","Косон","Истиклол"
"911","97","Istiqlol","Косон","Карасув"
"912","97","Koson","Косонсой","Касан"
"913","97","Koson","Қорасув","Касансай"
"914","97","Kosonsoy","Қуқумбой","Косон"
"915","97","Ozod","Қуқумбой","Кукумбай"
"916","97","Qorasuv","Озод","Кукумбой"
"917","97","Ququmboy","Тергачи","Озод"
"918","97","Ququmboy","Тергачи","Тергачи"
"919","97","Shirin","Чиндавул","Тергачи"
"920","97","Tergachi","Чиндовул","Чиндавал"
"921","97","Tergachi","Чуст кўча","Чиндовул"
"922","97","Yangi shahar","Ширин","Чуст куча"
"923","97","Yangiyo'l","Янги шаҳар","Шиpин"
"924","97","Yoshlik","Янгийўл","Янгийул"
"925","97","Yangishahar","Янгишахар","Янгишахар"
"926","98","Bo'ston","Бўстон","Бўстон"
"927","98","Dovduq","Гулбоғ","Гулбоғ"
"928","98","Dovduq","Гўртепа","Гўртепа"
"929","98","Go'rtepa","Гўртепа","Гўртепа"
"930","98","Go'rtepa","Довдуқ","Довдуқ"
"931","98","Gulbog'","Довдуқ","Довдуқ"
"932","98","Jo'masho'y","Жўмашўй","Жўмашўй"
"933","98","Kugolikul","Куголикул","Куголикул"
"934","98","Madyarovul","Мадяровул","Мадяровул"
"935","98","Mehnatobod","Меҳнатобод","Меҳнатобод"
"936","98","Mehnatobod","Меҳнатобод","Меҳнатобод"
"937","98","Momoxon","Момохон","Момохон"
"938","98","O'zgarish","Олтинкўл","Олтинкўл"
"939","98","Oltinko'l","Ўзгариш","Ўзгариш"
"940","100","Davlatobod tumani","Давлатобод тумани","Давлатобод тумани"
"941","100","Namangan shahrining tumanlari","Наманган шаҳрининг туманлари","Наманган шаҳрининг туманлари"
"942","100","Yangi Namangan tumani","Янги Наманган тумани","Янги Наманган тумани"
"943","99","Bog'ishamol","Боғишамол","Боғишамол"
"944","99","Istiqlol","Истиқлол","Истиқлол"
"945","99","Mirishkor","Қумқўрғон","Қумқўрғон"
"946","99","Mirishkor","Қумқўрғон","Қумқўрғон"
"947","99","Navbahor","Миришкор","Миришкор"
"948","99","Navbahor","Миришкор","Миришкор"
"949","99","Nurafshon","Навбаҳор","Навбаҳор"
"950","99","O'zbekiston","Навбаҳор","Навбаҳор"
"951","99","Qumqo'rg'on","Нурафшон","Нурафшон"
"952","99","Qumqo'rg'on","Тепақўрғон","Тепақўрғон"
"953","99","Sho'rqishloq","Тошбулоқ","Тошбулоқ"
"954","99","Sho'rqo'rg'on","Ўзбекистон","Ўзбекистон"
"955","99","Tepaqo'rg'on","Хонабод","Хонабод"
"956","99","Toshbuloq","Шўрқишлоқ","Шўрқишлоқ"
"957","99","Xonabod","Шўрқўрғон","Шўрқўрғон"
"958","101","Chambil","Чамбил","Чамбил"
"959","101","Marg'izor","Марғизор","Марғизор"
"960","101","Marg'uzar","Марғузар","Марғузар"
"961","101","Norinkapa","Норинкапа","Норинкапа"
"962","101","Norinkapa","Норинкапа","Норинкапа"
"963","101","Pastki cho'ja","Пастки чўжа","Пастки чўжа"
"964","101","Paxtaqishloq","Пахтақишлоқ","Пахтақишлоқ"
"965","101","Qo'rg'ontepa","Қўрғонтепа","Қўрғонтепа"
"966","101","Qorateri","Қоратери","Қоратери"
"967","101","Sho'ra","Шўра","Шўра"
"968","101","To'da","Тўда","Тўда"
"969","101","Toshloq","Тошлоқ","Тошлоқ"
"970","101","Uchtepa","Учтепа","Учтепа"
"971","101","Uchtepa","Учтепа","Учтепа"
"972","101","Xaqqulobod","Хаққулобод","Хаққулобод"
"973","101","Xo'jaobod","Хўжаобод","Хўжаобод"
"974","101","Xo'jaobod","Хўжаобод","Хўжаобод"
"975","102","Chodak","Чодак","Чодак"
"976","102","Chodak","Чодак","Чодак"
"977","102","Chorkesar","Чоркесар","Чоркесар"
"978","102","Chorkesar-2","Чоркесар-2","Чоркесар-2"
"979","102","G'urumsaroy","Ғурумсарой","Ғурумсарой"
"980","102","G'urumsaroy","Ғурумсарой","Ғурумсарой"
"981","102","Madaniyat","Маданият","Маданият"
"982","102","Madaniyat","Маданият","Маданият"
"983","102","Navbahor","Навбаҳор","Навбаҳор"
"984","102","Nayman","Найман","Найман"
"985","102","Oltinkon","Олтинкон","Олтинкон"
"986","102","Paxtaobod","Пахтаобод","Пахтаобод"
"987","102","Pop","Поп","Поп"
"988","102","Pop","Поп","Поп"
"989","102","Pungon","Пунгон","Пунгон"
"990","102","Pungon","Пунгон","Пунгон"
"991","102","Qandig'on","Қандиғон","Қандиғон"
"992","102","Qurg'onobod","Қурғонобод","Қурғонобод"
"993","102","Sang","Санг","Санг"
"994","102","Sirdaryo","Сирдарё","Сирдарё"
"995","102","Uyg'ur","Уйғур","Уйғур"
"996","102","Uyg'ur","Уйғур","Уйғур"
"997","102","Uyg'ursoy","Уйғурсой","Уйғурсой"
"998","102","Xalqobod","Халқобод","Халқобод"
"999","102","Yangi hayot","Янги ҳаёт","Янги ҳаёт"
"1000","102","Yangi Xo'jaobod","Янги Хўжаобод","Янги Хўжаобод"
"1001","103","Axsi","Ахси","Ахси"
"1002","103","Axsi","Ахси","Ахси"
"1003","103","Buramatut","Бураматут","Бураматут"
"1004","103","Buramatut","Бураматут","Бураматут"
"1005","103","Kalvak","Калвак","Калвак"
"1006","103","Katagansaroy","Катагансарой","Катагансарой"
"1007","103","Katagon","Катагон","Катагон"
"1008","103","Kichikqurama","Кичикқурама","Кичикқурама"
"1009","103","Mozorko'xna","Мозоркўхна","Мозоркўхна"
"1010","103","Namdon","Намдон","Намдон"
"1011","103","Olchin","Олчин","Олчин"
"1012","103","Oqtosh","Оқтош","Оқтош"
"1013","103","Saroy","Сарой","Сарой"
"1014","103","Sayram","Сайрам","Сайрам"
"1015","103","Shaxand","Шаханд","Шаханд"
"1016","103","Shaxand","Шаханд","Шаханд"
"1017","103","To'raqo'rg'on","Тўрақўрғон","Тўрақўрғон"
"1018","103","Xo'jand","Хўжанд","Хўжанд"
"1019","103","Yandama","Яндама","Яндама"
"1020","103","Yandama","Яндама","Яндама"
"1021","103","Yettikon","Еттикон","Еттикон"
"1022","103","Yortepa","Ёртепа","Ёртепа"
"1023","105","Baxt","Бахт","Бахт"
"1024","105","O'zbekiston","Ўзбекистон","Ўзбекистон"
